countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,account.t.d
"Iran, Islamic Rep.",IRN,2017,63892824.0,Middle East & North Africa (excluding high income),Lower middle income,0.94
Iraq,IRQ,2017,23052127.0,Middle East & North Africa (excluding high income),Upper middle income,0.23
Ireland,IRL,2017,3749429.0,High income,High income,0.95
Israel,ISR,2017,6131598.0,High income,High income,0.93
Italy,ITA,2017,52409524.0,High income,High income,0.94
Japan,JPN,2017,110907804.0,High income,High income,0.98
Jordan,JOR,2017,6558247.0,Middle East & North Africa (excluding high income),Upper middle income,0.42
Kazakhstan,KAZ,2017,13196334.0,Europe & Central Asia (excluding high income),Upper middle income,0.59
Kenya,KEN,2017,28150345.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.82
"Korea, Rep.",KOR,2017,44377468.0,High income,High income,0.95
Kosovo,XKX,2017,1328163.0,Europe & Central Asia (excluding high income),Upper middle income,0.52
Kuwait,KWT,2017,3138850.0,High income,High income,0.8
Kyrgyz Republic,KGZ,2017,4195979.0,Europe & Central Asia (excluding high income),Lower middle income,0.4
Lao PDR,LAO,2017,4638548.0,East Asia & Pacific (excluding high income),Lower middle income,0.29
Latvia,LVA,2017,1657658.0,High income,High income,0.93
Lebanon,LBN,2017,4654352.0,Middle East & North Africa (excluding high income),Lower middle income,0.45
Lesotho,LSO,2017,1350411.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.46
Liberia,LBR,2017,2745577.0,Sub-Saharan Africa (excluding high income),Low income,0.36
Libya,LBY,2017,4585159.0,Middle East & North Africa (excluding high income),Upper middle income,0.66
Lithuania,LTU,2017,2445393.0,High income,High income,0.83
Luxembourg,LUX,2017,486845.0,High income,High income,0.99
Madagascar,MDG,2017,15245537.0,Sub-Saharan Africa (excluding high income),Low income,0.18
Malawi,MWI,2017,9645161.0,Sub-Saharan Africa (excluding high income),Low income,0.34
Malaysia,MYS,2017,23682698.0,East Asia & Pacific (excluding high income),Upper middle income,0.85
Maldives,MDV,2017,342024.0,South Asia (excluding high income),Upper middle income,0.8
Mali,MLI,2017,9985747.0,Sub-Saharan Africa (excluding high income),Low income,0.35
Malta,MLT,2017,390899.0,High income,High income,0.97
Mauritania,MRT,2017,2278505.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.21
Mauritius,MUS,2017,1031251.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.9
Mexico,MEX,2017,88534114.0,Latin America & Caribbean (excluding high income),Upper middle income,0.36
Moldova,MDA,2017,2278507.0,Europe & Central Asia (excluding high income),Upper middle income,0.44
Mongolia,MNG,2017,2155814.0,East Asia & Pacific (excluding high income),Lower middle income,0.93
Montenegro,MNE,2017,506847.0,Europe & Central Asia (excluding high income),Upper middle income,0.68
Morocco,MAR,2017,24894226.0,Middle East & North Africa (excluding high income),Lower middle income,0.29
Mozambique,MOZ,2017,14874137.0,Sub-Saharan Africa (excluding high income),Low income,0.42
Myanmar,MMR,2017,38000865.0,East Asia & Pacific (excluding high income),Lower middle income,0.26
Namibia,NAM,2017,1547830.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.81
Nepal,NPL,2017,18869412.0,South Asia (excluding high income),Lower middle income,0.45
Netherlands,NLD,2017,14234525.0,High income,High income,1.0
New Zealand,NZL,2017,3788624.0,High income,High income,0.99
Nicaragua,NIC,2017,4249427.0,Latin America & Caribbean (excluding high income),Lower middle income,0.31
Niger,NER,2017,10546918.0,Sub-Saharan Africa (excluding high income),Low income,0.16
Nigeria,NGA,2017,109170774.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.4
North Macedonia,MKD,2017,1567300.0,Europe & Central Asia (excluding high income),Upper middle income,0.77
Norway,NOR,2017,4298959.0,High income,High income,1.0
Pakistan,PAK,2017,135055510.0,South Asia (excluding high income),Lower middle income,0.21
Panama,PAN,2017,2915245.0,High income,High income,0.46
Paraguay,PRY,2017,4382299.0,Latin America & Caribbean (excluding high income),Upper middle income,0.49
Peru,PER,2017,22473210.0,Latin America & Caribbean (excluding high income),Upper middle income,0.43
Philippines,PHL,2017,71585383.0,East Asia & Pacific (excluding high income),Lower middle income,0.34
Poland,POL,2017,32223349.0,High income,High income,0.87
Portugal,PRT,2017,8871342.0,High income,High income,0.92
Romania,ROU,2017,16606939.0,High income,High income,0.58
Russian Federation,RUS,2017,120066877.0,Europe & Central Asia (excluding high income),Upper middle income,0.76
Rwanda,RWA,2017,7050113.0,Sub-Saharan Africa (excluding high income),Low income,0.5
Saudi Arabia,SAU,2017,23241801.0,High income,High income,0.72
Senegal,SEN,2017,8705549.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.42
Serbia,SRB,2017,6046629.0,Europe & Central Asia (excluding high income),Upper middle income,0.71
Sierra Leone,SLE,2017,4219730.0,Sub-Saharan Africa (excluding high income),Low income,0.2
Singapore,SGP,2017,4905185.0,High income,High income,0.98
Slovak Republic,SVK,2017,4594115.0,High income,High income,0.84
Slovenia,SVN,2017,1756994.0,High income,High income,0.98
South Africa,ZAF,2017,41039555.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.69
South Sudan,SSD,2017,6092487.0,Sub-Saharan Africa (excluding high income),Low income,0.09
Spain,ESP,2017,39549433.0,High income,High income,0.94
Sri Lanka,LKA,2017,16017388.0,South Asia (excluding high income),Lower middle income,0.74
Sweden,SWE,2017,8184039.0,High income,High income,1.0
Switzerland,CHE,2017,7127704.0,High income,High income,0.98
"Taiwan, China",TWN,2017,20340388.0,High income,High income,0.94
Tajikistan,TJK,2017,5649763.0,Europe & Central Asia (excluding high income),Lower middle income,0.47
Tanzania,TZA,2017,30023264.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.47
Thailand,THA,2017,58293189.0,East Asia & Pacific (excluding high income),Upper middle income,0.82
Togo,TGO,2017,4608431.0,Sub-Saharan Africa (excluding high income),Low income,0.45
Trinidad and Tobago,TTO,2017,1090252.0,High income,High income,0.81
Tunisia,TUN,2017,8662597.0,Middle East & North Africa (excluding high income),Lower middle income,0.37
Turkiye,TUR,2017,60604220.0,Europe & Central Asia (excluding high income),Upper middle income,0.69
Turkmenistan,TKM,2017,4458186.0,Europe & Central Asia (excluding high income),Upper middle income,0.41
Uganda,UGA,2017,20360656.0,Sub-Saharan Africa (excluding high income),Low income,0.59
Ukraine,UKR,2017,38655749.0,Europe & Central Asia (excluding high income),Lower middle income,0.63
United Arab Emirates,ARE,2017,7433015.0,High income,High income,0.88
United Kingdom,GBR,2017,53834160.0,High income,High income,0.96
United States,USA,2017,261470917.0,High income,High income,0.93
Uruguay,URY,2017,2670291.0,High income,High income,0.64
Uzbekistan,UZB,2017,22359293.0,Europe & Central Asia (excluding high income),Lower middle income,0.37
"Venezuela, RB",VEN,2017,22179490.0,Latin America & Caribbean (excluding high income),Upper middle income,0.73
Viet Nam,VNM,2017,71315938.0,East Asia & Pacific (excluding high income),Lower middle income,0.31
West Bank and Gaza,PSE,2017,2625785.0,Middle East & North Africa (excluding high income),Lower middle income,0.25
Zambia,ZMB,2017,9326870.0,Sub-Saharan Africa (excluding high income),Low income,0.46
Zimbabwe,ZWE,2017,8235262.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.55
Afghanistan,AFG,2021,21791072.0,South Asia (excluding high income),Low income,0.1
Albania,ALB,2021,2340601.0,Europe & Central Asia (excluding high income),Upper middle income,0.44
Algeria,DZA,2021,30458426.0,Middle East & North Africa (excluding high income),Lower middle income,0.44
Argentina,ARG,2021,34481880.0,Latin America & Caribbean (excluding high income),Upper middle income,0.72
Armenia,ARM,2021,2364189.0,Europe & Central Asia (excluding high income),Upper middle income,0.55
Australia,AUS,2021,20888823.0,High income,High income,0.99
Austria,AUT,2021,7633446.0,High income,High income,1.0
Azerbaijan,AZE,2022,7732344.0,Europe & Central Asia (excluding high income),Upper middle income,0.46
Bangladesh,BGD,2021,117641793.0,South Asia (excluding high income),Lower middle income,0.53
Belgium,BEL,2021,9600074.0,High income,High income,0.99
Benin,BEN,2021,7495327.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.49
Bolivia,BOL,2021,8150856.0,Latin America & Caribbean (excluding high income),Lower middle income,0.69
Bosnia and Herzegovina,BIH,2021,2851847.0,Europe & Central Asia (excluding high income),Upper middle income,0.79
Botswana,BWA,2022,1588124.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.59
Brazil,BRA,2021,165349748.0,Latin America & Caribbean (excluding high income),Upper middle income,0.84
Bulgaria,BGR,2021,5933315.0,Europe & Central Asia (excluding high income),Upper middle income,0.84
Burkina Faso,BFA,2021,12018028.0,Sub-Saharan Africa (excluding high income),Low income,0.36
Cambodia,KHM,2021,11527565.0,East Asia & Pacific (excluding high income),Lower middle income,0.33
Cameroon,CMR,2021,15059599.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.52
Canada,CAN,2021,31991096.0,High income,High income,1.0
Chad,TCD,2022,8962706.0,Sub-Saharan Africa (excluding high income),Low income,0.24
Chile,CHL,2021,15803947.0,High income,High income,0.87
China,CHN,2021,1157739289.0,East Asia & Pacific (excluding high income),Upper middle income,0.89
Colombia,COL,2021,39661157.0,Latin America & Caribbean (excluding high income),Upper middle income,0.6
Comoros,COM,2022,495193.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.34
"Congo, Dem. Rep.",COD,2022,51784116.0,Sub-Saharan Africa (excluding high income),Low income,0.27
"Congo, Rep.",COG,2021,3350070.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.47
Costa Rica,CRI,2021,3990389.0,Latin America & Caribbean (excluding high income),Upper middle income,0.68
Cote d'Ivoire,CIV,2021,16718735.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.51
Croatia,HRV,2021,3348534.0,High income,High income,0.92
Cyprus,CYP,2021,1094549.0,High income,High income,0.93
Czechia,CZE,2021,8985899.0,High income,High income,0.95
Denmark,DNK,2021,4880509.0,High income,High income,1.0
Dominican Republic,DOM,2021,7960918.0,Latin America & Caribbean (excluding high income),Upper middle income,0.51
Ecuador,ECU,2021,12914981.0,Latin America & Caribbean (excluding high income),Upper middle income,0.64
"Egypt, Arab Rep.",EGY,2021,72722825.0,Middle East & North Africa (excluding high income),Lower middle income,0.27
El Salvador,SLV,2021,4592875.0,Latin America & Caribbean (excluding high income),Lower middle income,0.36
Estonia,EST,2021,1110971.0,High income,High income,0.99
Eswatini,SWZ,2022,779017.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.66
Ethiopia,ETH,2022,70814574.0,Sub-Saharan Africa (excluding high income),Low income,0.46
Finland,FIN,2021,4663598.0,High income,High income,1.0
France,FRA,2021,55812045.0,High income,High income,0.99
Gabon,GAB,2021,1467427.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.66
"Gambia, The",GMB,2022,1458016.0,Sub-Saharan Africa (excluding high income),Low income,0.33
Georgia,GEO,2021,2940933.0,Europe & Central Asia (excluding high income),Upper middle income,0.7
Germany,DEU,2021,71716499.0,High income,High income,1.0
Ghana,GHA,2021,20017745.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.68
Greece,GRC,2021,9182577.0,High income,High income,0.95
Guatemala,GTM,2022,11489738.0,Latin America & Caribbean (excluding high income),Upper middle income,0.37
Guinea,GIN,2021,7735937.0,Sub-Saharan Africa (excluding high income),Low income,0.3
Honduras,HND,2021,6863097.0,Latin America & Caribbean (excluding high income),Lower middle income,0.38
"Hong Kong SAR, China",HKG,2021,6637356.0,High income,High income,0.98
Hungary,HUN,2021,8330756.0,High income,High income,0.88
Iceland,ISL,2021,297833.0,High income,High income,1.0
India,IND,2021,1033092817.0,South Asia (excluding high income),Lower middle income,0.78
Indonesia,IDN,2021,203818030.0,East Asia & Pacific (excluding high income),Lower middle income,0.52
"Iran, Islamic Rep.",IRN,2021,66867932.0,Middle East & North Africa (excluding high income),Lower middle income,0.9
Iraq,IRQ,2021,25903954.0,Middle East & North Africa (excluding high income),Upper middle income,0.19
Ireland,IRL,2021,3983258.0,High income,High income,1.0
Israel,ISR,2021,6631697.0,High income,High income,0.93
Italy,ITA,2021,51815239.0,High income,High income,0.97
Jamaica,JAM,2021,2248537.0,Latin America & Caribbean (excluding high income),Upper middle income,0.73
Japan,JPN,2021,110830955.0,High income,High income,0.98
Jordan,JOR,2021,7296924.0,Middle East & North Africa (excluding high income),Upper middle income,0.47
Kazakhstan,KAZ,2021,13791287.0,Europe & Central Asia (excluding high income),Upper middle income,0.81
Kenya,KEN,2021,31704189.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.79
"Korea, Rep.",KOR,2021,45556455.0,High income,High income,0.99
Kosovo,XKX,2021,1385580.0,Europe & Central Asia (excluding high income),Upper middle income,0.58
Kyrgyz Republic,KGZ,2021,4515230.0,Europe & Central Asia (excluding high income),Lower middle income,0.45
Lao PDR,LAO,2021,5024510.0,East Asia & Pacific (excluding high income),Lower middle income,0.37
Latvia,LVA,2021,1596418.0,High income,High income,0.97
Lebanon,LBN,2021,4108774.0,Middle East & North Africa (excluding high income),Lower middle income,0.21
Lesotho,LSO,2022,1434393.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.64
Liberia,LBR,2021,3018782.0,Sub-Saharan Africa (excluding high income),Low income,0.52
Lithuania,LTU,2021,2372426.0,High income,High income,0.94
Madagascar,MDG,2022,17259462.0,Sub-Saharan Africa (excluding high income),Low income,0.26
Malawi,MWI,2021,11111253.0,Sub-Saharan Africa (excluding high income),Low income,0.43
Malaysia,MYS,2021,25769271.0,East Asia & Pacific (excluding high income),Upper middle income,0.88
Mali,MLI,2021,11438992.0,Sub-Saharan Africa (excluding high income),Low income,0.44
Malta,MLT,2021,446624.0,High income,High income,0.96
Mauritania,MRT,2022,2584547.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.23
Mauritius,MUS,2021,1058961.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.91
Mexico,MEX,2022,93851214.0,Latin America & Caribbean (excluding high income),Upper middle income,0.49
Moldova,MDA,2021,2108305.0,Europe & Central Asia (excluding high income),Upper middle income,0.64
Mongolia,MNG,2021,2237019.0,East Asia & Pacific (excluding high income),Lower middle income,0.98
Morocco,MAR,2021,26706787.0,Middle East & North Africa (excluding high income),Lower middle income,0.44
Mozambique,MOZ,2021,16874256.0,Sub-Saharan Africa (excluding high income),Low income,0.49
Myanmar,MMR,2021,39685121.0,East Asia & Pacific (excluding high income),Lower middle income,0.48
Namibia,NAM,2021,1715314.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.71
Nepal,NPL,2021,20254590.0,South Asia (excluding high income),Lower middle income,0.54
Netherlands,NLD,2021,14717214.0,High income,High income,1.0
New Zealand,NZL,2021,4122094.0,High income,High income,0.99
